ID,tweet,none
1292998705830748160t,     Oh no  a Moderna vaccine troll showed up to debunk doctors and researchers exposing the con,0
1366071095279894530t,   People need to wake up they dont see whats really happening here Bidens a stupid Double and talks regularly w the Chinese but people are still in a Fog Maybe the vaccine makes them Dumb it does everything else why not,0
1375244306492063753t,   The only reason for a vaccinated person to wear a mask is PTSD,1
1365836178092654596t, Unless Peter has an underlying health conditions We are unware of I have no idea why anyone would take the vaccine But Its his choice Unless he starts preaching that everyone should take it Whats the issue,1
1290444599278829570t,Older but a vaccine is on the horizon So the NIH is in bed with Moderna to produce a vaccine conflict of interest Pshaw The NIH declaring HCQ dangerous two days ahead of the FDA  ans so removing competition  is not conflict of interest also 9 members of the board Gilead,0
1364721864564563969t,If you actually believe the masks are coming off after the majority of people get vaccinated youre a gullible fool,0
1283479723604168705t, Heres my beef with Modernas Vaccine  Some of the top Corporate leaders of this company are selling their stock in the company Why 40 of the people in the trial have had reaction to the vaccine shot with flulike symptoms  fever 100 degrees,0
1375304282908491776t,Unless I get the shot I want they have to come take me down You dont know which it will be or maybe even a Placebo  Californians 16 and older eligible for COVID19 vaccine on April 15 50 and older on April 1  ,1
1293495765218873344t,  Take the Russian vaccine Let us know how it goes,0
1281652662501433344t, Corona virus the cold so why the big dealtheres a global campaign going now funded mainly by this evil Bill Gates throwing billions to promote this and force vaccines on the populousplease wake up   ,0
1354156362167705603t, WHO warns pregnant women NOT to take Moderna Covid19 vaccine ,1
1352920877382455296t,  Or people see the vaccine is having an adverse effect I am not a Scientist but even I know it isnt the best of ideas pumping shit into elderly people in their 80s and 90s,0
1397651228679675907t,     Oh ah oh miraculous moderna vaccine So at the end is rather a NIH vaccine right,1
1374559948324155396t,Researchers say AstraZeneca vaccine can cause thrombosis in BRAIN in rare cases as WHO says it is not certain about it  Published March 19 202133pm News,0
1294607120785190912t,I certainly support the research and development of a vaccine but the truth is there is no other vaccine for any other coronavirus including the most prevalent the common cold We need to beat COVID the old fashioned way herd immunity In fact thats how it will die off,0
1354513426199044101t,My elderlyill Mother is now refusing to get the vaccine Her argument is if the government really cared about the elderly they wouldnt be making it THIS hard for them to receive it Multiple family members including myself have failed to get her or my Dad on the list,0
1427215946649935873t,  Thanks  I suppose Im just questioning the value of a vaccine passport when testing is required on top anyway The testing implies that govs dont trust vaccines to meaningfully reduce infections Israel efficacy of Pfizer  39 between june and july ,0
1352380373473390594t,Yall way too hype about getting the Covid vaccine its weird ,1
1326450405266649091t,    A vaccine that needs to be kept a 80 degrees is of nogood to anyone Lets face reality ,0
1266811425852403712t,  100 of those trying Bill gates vaccine for covid died ,0
1262932229296021504t, No Just another way of making money and using us as a guinea pig No covid vaccine for me My health my body,0
1381978270476988422t,The reduction in hospitalisations deaths and infections is due to the achievement of HerdImmunity and the fact that the now ENDEMIC SARSCoV2 virus is SEASONAL Johnson is a lying fascist git who suckered you into getting vaccinated who WILL lockdown again in Autumn,0
1333436773062479872t,This might be touchy but the other day I was told You are getting your kid vaccinated Do you know what is in vaccines BABY CELLS OMG I CANT BELIEVE YOU PUMP YOUR KID WITH BABY CELLS DISGUSTING Okay Karen My baby my choice and I really dont give a fuck thanks,0
1297510125025058818t,Whats your thoughts you taking your buddy Putins vaccine Or are you gonna wait for  vaccine cornball Most Russians Say Hell No Theyre Not Taking Putins COVID19 Vaccine ,0
1288429670988316672t,The first Covid vaccine that I definitely will not take ,1
1344752582766567426t,Doctors have vowed to defy the Governments new Pfizer vaccine strategy warning they will not take part in such a huge gamble ,0
1343575675610025996t,  There is no such thing as a New Normal Normal is normal And the kind of life you try to impose on humanity is definitely not normal,1
1364541258199367682t, The kids are anxious becuase they have been locked at home   They miss activities like sports dance and music  Childhood is being stolen  To Save some 80 year olds  And now they are vaccinated  Declare this over End the lockdowns now,1
1292375798167478272t,Read this bc this is the summer COVID deaths even at inflated figures at a minimum This is likely not a semiisolated extreme lockdown but a test for what is to spread worldwide come winter incl YOUR CITY Are you ready for police or military to knock w your vaccine,1
1253379587226173442t, Whats the point of testing a vaccine on someone who doesnt have Covid19 the vaccine is supposed to fight it yet the government is lying to the public again thinking this is a cure when its a placebo to keep the public from attacking them,0
1410046831438954499t,Sarah Harris from Studio10 is a CMO now Shes telling people to get vaccinated even if it is Astra Zeneca because she wants to have a life STFU BITCH,1
1273313587352629248t, We need lots of infections to test vaccinesapparently Moderna told European countries that their great infection reduction is their biggest problem LOLThe big question ishow is China testing 5 vaccine candidates with NO ACTIVE INFECTIONS,1
1372521227496136704t,Norway Oslo Coronavirus VACCINE Norwegian experts say deadly blood clots were caused by the AstraZeneca covid vaccine ,0
1263224726719086592t, They hyped those too I dont recall which one it was where they threatened forced vaccines  backed down because overwhelming numbers of the public said they wouldnt comply  Banks  corporations were in big trouble the end of last year They got Trillion w Covid blamed 12,0
1326469905500282881t,Dont want the Vaccine Youll be accused of being a Granny Killer Terrorist Gun fanatic AntiSemite Sociopath Psychopath Traitor and Russian sympathiser Tin foil hat conspiracy theorist Narcissist Selfish prolockdown covidiot ,1
1355583832842514433t,   Its plainly obvious this is never going to end 3 weeks to flatten the curve remember Then they try every trick in the bookeg registering flu deaths as covid deaths Now low and behold days after they start rolling out the vaccine theres a mutated virus,1
1374091246793338888t,   Just hope one day you realise whats going on n stop slagging others off for standing up for their opinion Not anti vax by any means but theres a limit when you get force fed constant lies and manipulation There trying to divide us black white left right pro  anti vaccine,1
