ID,tweet,unnecessary
1323222648311193601t, Listen to this and then decide if youre still pro lockdowns Former chief of Pfizer as qualified as SAGE and not being pumped by shares in vaccines majority of us dont need ,1
1376802238757269504t,  I am waiting until the trial is over in 2023 before I have the vaccination so my only family my brother cannot hug me You swallow all this I depend on my natural immunity to do its job and have boosted it to be as optimum as it can be,1
1415071197088210946t, This elderly woman survived all of 2020 without Covid received both doses of Moderna in 2121 tested positive for Covid 41 days after the 2nd dose died ,0
1288348295803236352t, Theyre pushing for a vaccine that we dont need I might be going crazy but something tells me theres ulterior motives behind the vaccine,1
1326306448557690880t,   Go to hell with you vaccines  congratulated that bumbling moron on getting a vaccine during his presidency Oh hell no Al gore was president elect for 37 days Read a book I will not take your vax HydroxyChloroquine is proven to work just fine So is rest,1
1364555854092058627t,News Tip  Justin Trudeau is corrupt and lies to Canadians  21500 Canadians dead from vaccine lies   ,0
1314592617095737344t,Will you still be taking the Covid vaccine knowing that the mask mandates  social distancing orders will not be rolled back Did you really think you could just take the vaccine  the old normal would magically come back Losing your freedoms has nothing to do with a virus,0
1364507668103200779t,Discuss If you are 40 healthy  fit with no conditions or situations that may put you at extra risk you do not NEED a vaccine for covid19 0 risk from infection High asymptomatic  OnceIf youve had covid you have immunity Vaccinate x2  very old very fat very ill,1
1344764677121855489t,ER Nurse Infected by COVID19 Eight Days After Getting Vaccine  Dec 30  vaccines  Health care workers are chiming in after a nurse from San Diego tested positive for COVID19 over a week after receiving the COVID19 vaccine made by Pfizer ,0
1353382190768398337t,  Most elderly people actually believe the government lies that the vaccine will give them their lives back They are utterly betrayed,0
1271836425323868162t, So youll be the first in line for his rushed vaccine to save you from covid Im guessing It should be here later this year Get ready,0
1333417395071889408t,This is it folks if this is how its going to be then they can stick their needles where the sun doesnt shine If you disagree with this assault on our basic freedoms then YOU MUST REFUSE to be vaccinated,0
1375093738310135812t, Preposterous Why would the guy that cured the Lepers need to take the vaccine ,1
1364380795301998600t,  Why on earth would anyone want a vaccine that is in the trial stages for a virus with a 9997 survival rate,1
1354842624419631113t,Merck Scraps COVID Vaccines Says Its More Effective To Get The Virus And Recover  Summit News    yet you lot will keep pushing this untested vaccine on people  ,1
1333227239555670017t,    The sooner u realize there is no difference between l  r the sooner u will realize that we are controlled by globalists who are eugenicists with no agenda but to depopulate the world  control the leftovers wBioNTech Stop dividing  work on uniting people georgiaguidestones,0
1374484122454745099t,   Everyone doesnt need the vaccine children are not at risk Follow the science,1
1354886863505530880t,The crazy phase of vaccination all rushing out to get a shot that is still in clinical trials and still not 100 that it will cover possible new strains so in the end how many shots do you people want to take and invade your body with something that doesnt belong there,0
1364726042045341699t,  A 100 is not required for herd immunity Why dont you and yours take the vaccine and let natural selection handle the rest,1
1295068557106196480t, Hospitals get paid 30000 for every positive covid death they are incentivized for us to die from covid Why would they help us I would gladly send my kid to school but wont be sending them to a hospital or to get a vaccine,1
1361091484028649476t,  3 Separate issues about vaccine safety but esp CoVid vax safety Experimental nature of the new vaxes 4 A very serious matter of having THREE or more cures for CoVid already Ie the non necessity of these experimental vaxes 5 unethical uninformed consent and forced vax,0
1341936926375473152t, Its insane Kids are not at risk Yes they can spread covid just like common cold and flu for millenniums before The vulnerable need to be cautious Those willing can take the vaccine my family wont This isnt rocket science Let live,1
1346847782334832647t,  Or just carry on exactly as before because clearly there is no problem If it aint broke why fix it How many out of zero covid cases can a vaccine possibly help with,1
1341936700625276928t, Like overseaspoliticians will be first in line for Pfizer also people like MurdochTheyll be protected whilst we need are out there with continuous outbreaksThere are no trials to show if we can have Astra Z  Pfizer later My view is refuse and demand Pfizer vaccine for all,0
1352891629338767361t,Johnson wanted to be first to give the vaccine then his ambition extended to administering the highest number of vaccines worldwide despite it being just a single dose its nothing more than that smoke  mirrors again the UK is officially a 2nd class player under his leadership,0
1293159650398031873t,As someone who grew up in Latvia if I had to choose between catching the Rona or taking a hastily created Russian vaccine just shoot me straight up with that Covid,0
1371882073133318144t,Anyone who doesnt want Pfizers lifetime opportunity to be shot into their body annually will be excoriated as a selfish science denier or Covid19 denier I dont appreciate the narrative that my body needs to be over medicalised to protect others or guarantee my freedom,1
