ID,tweet,ineffective
1354055107013468160t,They doing it right here in USA and is the reason the numbers keep growing  Hundreds vaccinated in Israel infected with coronavirus Former minister  And look at this AS HOLE smiling knowing he got the better stuff ,1
1374805398285209600t,There are a lot of big players working hard to ensure we get vaccinated whether we want to or not This is a big play involving nothing but money and power imo,0
1263293758256435201t,The Bill GatesFauci Phase 1 covid vaccine by Moderna medically disabled 20 of recipients Only half developed any sort of antibody titer Gates Itll do Fauci Close enough ,1
1352901239961317376t,Israeli recipients test ve sparks concern over Pfizer vaccine efficacy 189K people tested after receiving vaccine 66 of them including 69 who had received 2 shots still tested ve for CV19 Vaccine not a panacea but no of serious infections  ,1
1353648805531549696t, You cant actually say it will save others or even those vaccinated,1
1337821091738357760t,If the gov approves use of the cheap Oxford vaccine that can have efficiency less than half the others who is it going to be given to Ethnic minorities Poor people Ghastly northerners Plebs Do you see the problem ,1
1341786586783035394t,    Until the keep them terrified into staying home and not gaining herd immunity with tales of mutants eh Oooohh Then theyll have to have your vaccine right,0
1332696106883485696t,Some vaccines are using fetal tissue especially the one from oxford to treat covid Are they taking human life for a vaccine Not good if your pro life,1
1325995925416808448t,   I am not gonna miss this constant mangling of logic No vaccine has been announced only promising results of a study  its release doesnt save lives til more is known  if viable the logistics are pending Only thing to be saved is your selfserving socalled legacy,0
1371502398238232577t,Italian prosecutor seizes batch of AstraZeneca Covid19 jabs as a precaution launches manslaughter investigation after death  RT World News ,0
1309613211230953473t,  I am not taking any vaccine thst rushes to market or one authorized by Trump without the FDA ,0
1367233122467684361t,  I believe the Oxford vaccine is the only one that is made like traditional vaccines and not one of mRNA vaccines  which havent been tested enough lets face it as important as their roll out might be I wont be rushing to take a mRNZ vac I just wont travel etc,0
1352642588726226950t,Just in case any of you became confused by Whitty Vallance Harries Stevens  Van Tamm etc joining Hancock  Johnson in claiming there was good evidence vaccines work well against new variants here is Dr Fauci from USA confirming what I told you  there isnt ToryLies,1
1321545873634037765t,    I understand why they do it but my point is It only delays it and your willing to hide away indefinitely on the hope of some miracle vaccine coming along,1
1449842474994868229t,  Im not antivax either but Im anti this investigational vaccine  currently being TRIALLED worldwide hence as yet UNLICENSED apart from s Comirnaty and which Big Pharma have ZERO LIABILITY FOR NoVaccineMandates too,0
1326587426383552516t,Journo goes full CCP thinks anybody who refuses a Covid19 vaccine should be at the bottom of the social credit ladder Genuine concerns about sideeffects inc triggering autoimmune conditions not to mention the fact you cant sue Big Pharma if things go wrong Tough ,0
1377926274199486466t, My ward managers mother since having the vaccine with no underlying causes has bilateral PE and a femoral DVT Doctors refusing to complete yellow card,0
1430302326577930241t,PFE BNTX AZN Australian MP Victor Dominello Diagnosed With Bells Palsy After AstraZeneca Vaccine On Live Press Conference Indian Press ,0
1353655494456578048t,Once again Johnson in his wisdom has sanctioned that 2nd dose of vaccine to be given in 12 was despite all the scientists saying 3 weeks More herd immunity NO OTHER COUNTRY SUPPORT THIS I was invited but not going to take part in Johnsons drugs trial,0
1354796868128141315t,   I have been contacted by residents in Gibraltar stating that 53 people have died in 10 days immediately following the roll out of injections of the Pfizer mRNA COVID injections and calling it a massacre,0
1297600248580169728t,    Yearly flu shots are highly ineffective which is why a vaccine for covid most likely wont help Its not that deadly anyway for the vast majority This whole thing is overblown and highly politicized,1
1398414952897998853t, Sadly a person you might have watched aged 44 was killed by AstraZeneca vaccine        ,0
1413186017956298756t,Death of 61yearold West Australia woman last month likely linked to AstraZeneca vaccine  ABC News ,0
1348224150360498176t,Chinese doctor claims Sinopharm vaccine most unsafe in the world  via ,0
1328433158358847490t, I dont think we should get COVID vaccines Its unfair to everyone who has died of COVID,0
1415481504986066948t,COVID19 vaccine Sudden paralysis of Houston woman linked to Johnson  Johnson vaccine she says ,0
1374381866766102534t,This is the first vaccine that you have to get multiple times a year every year and still doesnt prevent you from getting the virus Hmmm but the conspiracy theorists arnt always right,1
1427468770105303040t,  The argument here is that the vaccines  Pfizer especially  doesnt work as effectively after 8 months Especially when you consider the early round vaccinated were mostly elderly and immunocompromised,1
1364509700646203393t,   Anyone suggesting inoculation on children with an unlicensed vaccine needs educating,0
1330963335387418625t,  Ferguson Vallance  Whitty have just made billions today their 5m investment in the AstraZeneca vaccine has paid dividends,0
1374670524689829893t,Lets be clear This isnt about the vaccine Its about  acting as their own worst enemy with an apparent breach of integrity and poor communication of the data The vaccine is still effective but data suggests 6974 and not the reported 79,1
1372715267063750664t,   First of all by medical definition the covid shot is not a vaccine It may or may not lessen the effects of stated virus for approx 3 months Very risky no liability and only legal under a state of emergency So many more effective treatments,1
1330406756405669895t,   THE known sequence in a host The known sequence of what Are you saying the human body has only ONE protein that needs to be compared to the viral spike protein sequence Lmao Its hilarious watching you try to science ,0
1430182754700902422t,  Thats why a live virus vaccine produces a stronger response than a dead one And using only a recombinant spike protein as in the Novavax vaccine usually produces a weak response because the immune system notices that its not that serious So they add something called an,1
