ID,tweet,pharma
1353631827534213120t, Not taking it It doesnt stop the spread It doesnt get us out of lockdown There is literally no reason for me to take it Above all else I dont trust YOU or the vaccine Wide open borders for the last year letting new variants in  thousands of false covid death stats,0
1334190096661278720t, This is not a plus for brexiteers It is just the government trying to dig itself out of a hole I for one do not trust the Pfizer vaccine they have not been tested enough also the company has very dubious credentials Repeatedly being fined for wrongdoing,1
1333897616766103552t,Must just be a coincidence the media and medical establishment are using these same psychological signs to keep us obedient and compliant during covid COVID19 Covid19 CovidVaccine danlied ,1
1262804105602510848t,Will Moderna and DARPA win by getting mandatory vaccinations approvedYes Moderna is using DARPA technologyBig Pharm  Weapons development  trouble for the American people,1
1355230522214129667t, To a chorus of hysterical shrieks similar to those heard when we chose not to join the vaccine cluster fuck,0
1247510444312494080t,   Why is he being allowed to monopolize the covid vaccine landscape You cant tell me he is the only one interested And why is he so freaking interested,1
1308171148367069185t,Ive always said its not about Covid  end game is The Vaccine Its in our faces Andrews says it everyday But what sort of vaccine SCN Draconian laws Drones contact tracing cameras everywhere phone tracking updateswhat is it setting us up for ,0
1268562446740045824t,  Is this the same vaccine that has already been shown to not kill the virus Good job,0
1341762535121412098t,Still no news from her  and thay want us to believe shes fine  vaccinesideeffects COVID19 CovidVaccine sideeffects Pfizervaccine PfizerCovidVaccine BioNTech,0
1336770118676832259t,   People are increasingly sceptical of taking a vaccine for a virus with a mortality rate of 005 and for which the government itself cannot provide accurate or trustworthy stats And lets not forget the legal waiver for Pfizer who cannot now be sued for sideeffects  ever,1
1272896071832911872t, When you prioritize science over profits Ill listen Until them science says you are willing to sign up for profits over lives,1
1328576885392105474t,   Moderna had the spotlight and seat at the table as it was created by former big pharma execs with Fauci front and center not to mention Moncef Slaoui was Modernas board or director appointee in 2017 Hilda time to take a red pill,1
1320278627397885952t,FDA refused continuation of AstraZeneca trial after three pauses 1 patient developed MS 2 Patient developed Transverse myelitis 3 Brazil volunteer died Rush for results could lead to inferior Covid vaccine say scientists ,0
1298127457187500032t, wish list Make money  Cull India  Africa have already suffered  are still suffering vaccine damage ,1
1280532929790259208t,And taxpayers just gave 16 billion to Novavax a company that has brought nothing to market the LARGEST covid vaccine contract And best believe they will still charge for it,1
1314338496212078592t, Thats nice However not close enough Oh and are they not trying to create a Covid vaccine Not sure I trust them Wait I know I dont,1
1328395411309146122t,Novaccines Nomasks Plandemic With this latest deal I make that around 300m doses from at least 4 big pharma cos for a population of 66m WTF is going on  UK strikes deal for 5m doses of Moderna vaccine found to be 94 effective  Sent via ,1
1336349335097892866t,bruh you are legit begging for a covid vaccine we are not the same,0
1289310255965331456t, I dont get how you leftists arent seeing that Fauci is drug company stooge He has delivered multiple billion dollar deals to drug cos with criminal litigation  is still propping up Moderna who literally pulled a pump  dump Bizzare,1
1336311144080928769t,  Not if I have anything to say about it Told my elderly neighbor about the vax and how the Pfizer exec adnmitted it is not safe so later today I will be printing it out for him and anyone else who wants to know,0
1332169873338806272t,  Why would they inject people with the whole virus,0
1267968389240311810t,Imune therapy research scientist explains where CORONA VIRUS came from whos responsible why vaccine will kill millions of victims GatesFauci Group are fighting to make sure TRUMP never hears truththeyll lose billions of dollars ,1
1366017072002703362t,A nation of scientifically illiterate bedwetters happy to accept fudged figures  draconian restrictions on our freedoms for a virus with 999 recovery rate for most people desperate to swap natural immunity for a corporate vaccine in return for a normal forcibly removed,1
1263760397976428555t,Foolish corrupt or both CorruptPharmaKills CorruptCDCKills US Secures 300 Million Doses of Potential AstraZeneca COVID19 Vaccine ,1
1365007450970198016t,Im seeing young ppl get the vaccine whats going on I literally cant keep up I thought it was only for the old and decrepit Nurse twitter wya Im bout to get mad,0
1286566877435703296t,    No surprise that Alan Dershowitz is promoting the Covid vaccine and mandatory requirement He was good friends with the biggest pedo the world has known defended Epstein in his first court trial and still remained friends with him afterwards,0
1248117948486684673t,We didnt learn about covid 19 till the end of January How can J  J already be working on a vaccine in January,1
1402626906416050179t, is proving to be unreliable and untrustworthy Modi allows them to exploit and loot Indians with WORLDS MOST EXPENSIVE VACCINE  without DATA    are complacent in this Loot ReleaseTheData CovaxinKaRaaz,0
1428792927153582080t,Just as Moderna was counting its profitspeople still wont care They are convinced vaccine injuries dont exist,1
1334602875352330243t,Lets see who really real who standing on business when they pass that covid vaccine out  I know Im not taking it,1
1285682205671522304t,  Listen to renowned experts having different opinion than current discourse about Covid also  As such 2348 seroprevalance rate means case fatality rate is 008 and no need for vaccine as its not a deadly virus,0
1332297060482232320t,Im not going to take the vaccine ever BUT if I WAS going to take it Id have no doubt which one Id go for  the Russian one because it has the best name  SPUTNIK FIVE x  ,0
1336622244437618690t,So there we have it first people less than 24hrs after fanfare launch of CovidVaccine taken allergic reaction MHRA assured us PfizerBioNTech vax was perfectly safe  no reactions DrJune Rayne advising not to take If u suffer allergies   newsfeed,0
