ID,tweet,rushed
1373946398886989827t,  More marketing ethically bankrupt Tampa Bay Time Published Mar 19 Why Europe suspended AstraZenecas COVID19 vaccine A dozen European countries suspended use of OxfordAstraZeneca vaccine after reports that blood clots had developed in numbers of vaccinated patients,0
1340507409903616000t, The Petition To STOP Forced Experimental Vaccines FYI important petition by Americas Front Line Doctors is getting many sigs Be part of the voice to stop forced medical mandates  STOP ExperimentalVaccines CovidVaccine CovidVaccine Covid19,0
1378844401238220806t, Took the JJ vaccine Friday evening  I had Covid already last July last two days I am flat on my back with high fever nausea  body aches  pains  I swear its worse than when I actually had Covid  I would love to hear anyoness experience with vaccine reaction vaccine,0
1354162286286360576t,Federal govt has shut down public system that tracks vaccine injury and death Too much data on there already need to hide that from public because ppl might not want to be part of list of dead,0
1327609681263685634t,  No demanding unsusceptible people are injected with a miracle vaccine is selfish Which makes you selfish Also in what way is being wary of taking something that even medical professionals are cynical about antivax or selfish,1
1265364752613748739t, Remdesivir does not reduce mortality rate It only reduces recovery time Just pray we dont get stuck with Modernas vaccine  untested biotech that edits mRNA message by creating new base pairs It is gene editing and has never been approved for human use,0
1335073859591090176t,Curious commercial links between Bill Gates Pfizer and the UK health regulator that just fasttracked approval in record time for erm Pfizers new vaccine PCRTestPandemic CronyVirus Pfizer  ,1
1337122024582500353t,My Take On The new vaccines 1 I dont trust pharmaceutical companies 2 Only 61 of public will get vaccinated 3 Problems with people with allergies 4 Theyre not free 5 No data on longevity 6 Side effects 7 Children under 16 were not tested in the Pfizer trial ,1
1298846810929324032t,I wouldnt take a vaccine this admin made available for a gazillion million dollars Id get covid again These clowns cant be trusted with that kind of science This only makes me more terrified they will rush a vaccine to make their own miracle,1
1409604356354166792t,MotherOfThree 47 Dies After AstraZeneca Covid Jab Caused Blood Clots On Her Brain Which Led To A Stroke  ,0
1355271903645200388t, No one vaccine can be sideeffect free Most vaccines deliver reactogenic sideeffects Effective supplements to take when you suspect you have COVID19 to avoid any complications ,0
1328486731033800705t, 11162020 Its simply a matter of demonic control to take your STUFF through SocialCreditScores MandatoryVaccines Eugenics VotedForBiden Then YOU failed the IQTest Minions were asleep during NineEleven Spygate GainOfFunction But we give them ElectionFraud WOW,0
1376695739183599617t, Just remember its an experimental vaccine only approved experimentally by FDA No accountability by government or industry if things go wrong,1
1420376090988711942t,Pfizer Contract Forces Governments to Acknowledge Vaccine Is Untried and Side Effects Unknown Yet governments take to the podium to say that vaccines are safe and effective How can they possibly know What do they know that even vaccine makers do not ,1
1347258346278031366t,i have no problem taking the covid test to keep my job but if they tell us taking the vaccine is mandatory or we cant work there just know im quitting,0
1364557881589329924t, What are the mediumlong term side effects of this vaccine on humans Anyone,1
1327655334643519489t,  Safe The trials for the pfizer vax wont be completed for 2 years,1
1265782349075079168t,Agreed  this vaccine is not safe High fever of 1032F nausea fainting trips to the ER And this is a small study Granted this person got the high dose but even at the middle dose that will be used in Phase II Moderna had similar issues with mRNA Flu vaccine Expect more,0
1333454828912193537t, WHY are they trying to force this What exactly is in this vaccine they want to force on us,0
1302955895547219972t,  Its illegal under Nuremberg code 1947 to experiment on humans without their consent A senior executive from AstraZeneca was just granted protection from all legal action if the companys vaccine led to damaging side effects ,1
1325904165445439491t,Yall trusting Pfizer for the covid vaccine no lo s Rick,0
1378600503387426821t,       THERE is no informed consent not informed of adverse effects Stop coercing our people into taking a dangerous experimental gene altering therapy not preventing covid It is NOT A VACCINE STOP THE LIES it is a violation of the NUREMBERG CODES to use experiment on popula,1
1302475278380277768t, I am horribly concerned releasing a vaccine before its ready What is the medical impact of a vaccine that is not proven Could COVID19 spread faster with a vaccine that is not fully tested and proven,1
1357429459352248320t,  Yeah wont have the e484k because Oxford wasnt tested there  Interesting through  btw Im saying oxford vaccine  e484k ,1
1375202889732341760t, You want a civil war its turning into George Orwells 1984 why not get the Chinese communist party to pay for what they did to the world anyone getting this vaccination is brain dead the quickest vaccine ever produced was 7 years this was rolled out in two months people will die,0
1414693740434923523t,100 suspected cases of GuillainBarr disease identified among recipients of the Johnson  Johnson shot but yet still insists the benefits of the vaccine in preventing severe disease or death from the coronavirus still outweigh any danger from vaccine ,0
1337371059197251584t,Vaccine Reaction They want you to take this vaccine while Pfizer former CEO Putin Elon Musk and many other famous personalities have denied to take vaccine So now please for go for it and become zombies of NWO ResponsibleTourism IndianChronicles ,0
