ID,tweet,mandatory
1333153451098816513t,people potentially being paid 1500 to take the covid vaccine Pfizer testing on navaho indians One had his chest opened in hospital and his heart had crystalised TANK Live from Albany New York  via ,0
1414659855512752131t,NEWS Johnson  Johnsons Covid19 vaccine may trigger a rare neurological condition in a small number of people who receive the vaccine the FDA said ,0
1339543356247076864t,NCDHHS said yesterday the Pfizer vaccine may only keep you immune from COVID for 2 months WTF Although they say more information is needed to know about longterm immunity that certainly is not an advertisement to go get that particular vaccine,0
1355339725783977995t, explain why 23 Norwegian elders died aft vaccinated Pfizers,0
1378399913973800969t, I dont know what the repercussions for those 3k people are I guess if one of them could still have died of COVID Im not sure on your point of that sorry Im not against getting the vaccine Im against forcing people to get it so they might be allowed to get a job or buy food,1
1353648805531549696t, You cant actually say it will save others or even those vaccinated,0
1376542659016286219t, The answer lies in the result What happens to those that dont want the vaccine  therefore dont get the  on their vaccine passport If you believe nothing that its just for informational purposes then u r ok with it If you believe much worse then your opinion changes,1
1350468299038011393t, Dr Lee Merrit says it is not a vaccine its a new treatment using experimental biological agents which have not been tested on animals The only corona virus studies were on cats and ferrets After having two vaccines they introduced the virus back and all the animals died,0
1434556197097689088t,Fully Vaccinated With Pfizer Youre 6 to 13 Times More Likely to Get Delta Than Someone With Natural Immunity Study Says  Childrens Health Defense ,0
1340311022863790080t,   For ethical reasons nobody should be forced to take a Covid vaccine Prolife group urges people to reject COVID19 vaccine over ties to aborted fetal tissue ,1
1371358877749538816t, Thatll be the Oxford vaccine you so strenuously promoted Eh Gary,0
1339482655583318017t, Thats right  thats why you dont want it and they are trying to force it on us all Watch the video on Yeadon the CEO of Pfizer he disagrees with it all,1
1367130265051680769t,Someone please explain to me how anyone is going to do COVID vaccine certificates or COVID passports or whatever the fuck when some people a cant or wont get vaccinated b will be vaccinated with unregistered vaccines eg Sputnik in the EU This is just absurd,1
1344019564028420097t, Read the Moth in the Iron Lung  learn the truth about those iron lungs Odd its so little well known post polio paralysis still around just renamed accute flaccid myelitis Also odd not well known WHO recently admitted most cases are vaccine derived from the oral vaccine,0
1312014421036802048t,Positive COVID test for the President and his wife is an EXCELLENT OPPORTUNITY for the world to see that HYDROXYCHLOROQUINE HCQ  ZINC PROTECTS against CV19 ILLNESS DR FAUCI RELEASE HCQ for CV19 use and STOP THE NEEDLESS ILLNESSES  DEATHS FROM CV19 VACCINES NOT NEEDED,0
1328629206356529153t, Yeahhhhh except if they mandate the vaccine for Covid too soon I will go intp hiding My immune system isnt normal and nobody is messing with my mrna or plasmids,1
1319305558088945666t, See this is where you think wrong A vaccine is not a save all The virus has mutated many times and will just keep mutating like the flu where the vaccine becomes useless,0
1376102325509578754t,Shut up first gather your 1001 children and grandchildren and get them vaccinated before verbal diarrhoering that the vaccine be made compulsory Why did you take too long before getting vaccinated if you trust it too much ,1
1326871041721966594t, If the govt has such confidence in the vaccine then make it freely available to everyone who wants it and drop all the covid isolating guidelines so the country can live  work unfettered and avoid further risk to the economy and non covid related health issues,0
1320833210805297154t,    Ah The mandatory vaccine wank,1
1246576842003406850t, They arent sticking a needle in me And I doubt our president would allow it to get that far I believe the vaccine could have covid19 in it,1
1264006849352720384t, They are all traitors We now know that covid  certificate of vaccination id Its all pushing bill gates deadly vaccine WE WILL NOT GET VACCINATED,1
1375011946450280449t,A vaccine thats got liability immunity and it doesnt stop you getting or transmitting a virus thats never been isolated Well done ,0
1368450896431099904t,   Its their plan to fuk the economy  Theyve used Covid to install Globalism Build back better The Great Reset  Covid 19 is the excuse for pushing the dodgy vaccine,1
1318645716043091968t,  WHY is ANYBODY listening to Ian Young  He sits on the advisory board at AstraZeneca  Conflict of interest as they want to vaccinate EVERYONE Also look at who owns AstraZeneca  good old kill Bill Gates Time for him to go,1
1428872947637407748t,Waiting for my Government to fund the vaccine I need not the vaccine it IMPOSES me while not allowing me the use of Coronavac or Covaxin  IRONIC ,1
1364401704712757250t,   I feel sorry for you because you really believe what your saying and you have been watching to much mainstream media Good luck with that vaccine,0
1376629496036655110t,Repeat after me vaccine passports violate all State Federal and International laws Do not entertain their thoughts,1
1339358931911659520t, We dont want him to take the vaccine if the prick dies we are stuck with Kamal,0
1326585761051910144t,  Well sweetheart let me tell you something we wont comply no matter the level of coercion The sacrifice on our part wont last long anyway because this vaccine is bound to repeat the 1976 swine flu vaccine scandal So enjoy your vaccine and your continued covid anxiety,0
1309591407297024002t,   Neurological damage per corona vaccine is absolutely worth accounting for A lot of the vaccines that were mentioned are also entirely optional where I live Flu shots are only for people who are at risk for example Another way of spreading risk of adverse reactions,0
